AnimalId,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A673605,,01/03/2014 14:01,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue Tabby
A710054,,02/09/2015 17:22,Adoption,,Dog,Spayed Female,5 months,Miniature Schnauzer Mix,Black/Tan
A678677,,11/05/2014 17:01,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever Mix,Brown
A709607,,09/11/2015 18:24,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White
A710308,Bad Boy,24/08/2015 17:56,Return_to_owner,,Dog,Neutered Male,3 years,English Bulldog Mix,White/Brown
A711273,,04/09/2015 17:49,Transfer,Partner,Cat,Unknown,1 month,Domestic Shorthair Mix,Black
A677259,Genki,08/06/2014 11:13,Return_to_owner,,Cat,Neutered Male,13 years,Russian Blue Mix,Blue
A705468,,17/06/2015 18:27,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White/Brown Tabby
A711734,Cassie,13/09/2015 17:54,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Blue Tabby/White
A691146,Mimi,03/12/2014 14:37,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Tortie
A717011,,04/12/2015 19:42,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A664781,Truman,01/11/2013 18:19,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever/Black/Tan Hound,Black/White
A704033,,04/06/2015 17:29,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Gray Tabby
A681287,Birdie,26/06/2014 12:13,Transfer,Partner,Dog,Spayed Female,3 months,Australian Cattle Dog/Labrador Retriever,Tan/White
A708029,Nova,23/07/2015 11:13,Return_to_owner,,Dog,Intact Female,6 months,Pharaoh Hound Mix,Black/White
A678861,Mocha,14/05/2014 14:02,Transfer,Partner,Cat,Intact Female,1 month,Himalayan Mix,Blue Point
A672998,Buster,19/02/2014 11:04,Return_to_owner,,Dog,Neutered Male,5 years,Rottweiler Mix,Black/Tan
A661814,Capone,13/08/2015 13:17,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Blue Tiger/White
A700522,,16/04/2015 09:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Medium Hair Mix,Blue/White
A700305,Leena,11/04/2015 16:59,Return_to_owner,,Dog,Intact Female,5 years,Shih Tzu Mix,White/Brown
A668646,Lotus,24/12/2013 16:42,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A700890,Hannah,04/06/2015 13:50,Adoption,,Dog,Spayed Female,3 years,Queensland Heeler Mix,White/Black
A711470,Cowboy,09/09/2015 16:47,Return_to_owner,,Dog,Neutered Male,1 year,Pug,Fawn
A686972,,07/09/2014 13:41,Return_to_owner,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Gray Tabby
A669393,Kluts,20/12/2013 12:44,Return_to_owner,,Dog,Intact Male,4 years,Catahoula Mix,Red Merle/White
A650104,Katie,15/10/2013 17:28,Euthanasia,Suffering,Dog,Intact Female,3 years,Australian Kelpie Mix,Black/Tan
A679464,Buddy,31/05/2014 16:50,Adoption,,Dog,Neutered Male,1 year,Rat Terrier/Basenji,Red/White
A718046,Bailey,05/01/2016 12:54,Transfer,Partner,Dog,Neutered Male,10 years,Chihuahua Longhair Mix,Cream
A710892,,02/09/2015 17:37,Adoption,,Dog,Neutered Male,2 years,Cairn Terrier Mix,Buff
A696324,Bonnie,25/09/2015 15:57,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A643842,Isa,06/11/2014 11:56,Adoption,,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Gray Tabby/White
A697363,Charlie,22/02/2015 14:49,Return_to_owner,,Dog,Neutered Male,5 years,Shih Tzu Mix,White/Black
A712271,,23/09/2015 14:54,Transfer,Partner,Cat,Intact Female,1 month,Siamese Mix,Seal Point
A681027,Winkie,09/10/2014 11:22,Return_to_owner,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Black/White
A717471,Goliath,13/12/2015 12:20,Adoption,,Dog,Neutered Male,2 months,Mastiff/Chinese Sharpei,Black/White
A701882,Bubbles,10/05/2015 18:24,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A685581,,09/08/2014 15:58,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A686829,,27/08/2014 16:27,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A706497,,03/07/2015 09:30,Died,In Kennel,Cat,Unknown,5 days,Domestic Shorthair Mix,Brown Tabby/White
A682557,,30/06/2014 10:45,Transfer,Partner,Cat,Intact Female,1 month,Snowshoe Mix,Blue Point
A696415,,08/02/2015 17:08,Adoption,,Dog,Spayed Female,6 months,Jack Russell Terrier Mix,White/Brown
A686129,Lewis,30/08/2014 13:53,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A717435,Zeus,08/12/2015 15:34,Return_to_owner,,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A703990,Larry,19/07/2015 17:45,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Black
A692925,Sace,04/12/2014 12:19,Transfer,Partner,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue/White
A679963,Greta,08/09/2014 16:23,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A704090,Davey,25/08/2015 08:47,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A694567,,02/01/2015 14:09,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black/White
A703871,,29/05/2015 18:53,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White
A715053,Charlie,02/11/2015 17:44,Return_to_owner,,Dog,Spayed Female,1 year,Siberian Husky Mix,Gray/White
A687694,Lyle,21/09/2014 18:21,Transfer,Partner,Dog,Neutered Male,1 year,Chinese Sharpei Mix,Fawn
A684950,,03/08/2014 15:39,Transfer,Partner,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Tan
A611931,Sexy,22/02/2014 17:16,Euthanasia,Aggressive,Dog,Intact Female,4 years,Pit Bull Mix,Blue/White
A698535,Scrabbles,22/03/2015 18:44,Adoption,,Dog,Neutered Male,10 months,Labrador Retriever/Border Collie,Black/White
A659115,Hope,17/10/2015 15:58,Return_to_owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Brown Brindle/White
A665355,,20/10/2013 15:42,Transfer,Partner,Dog,Intact Female,4 months,Collie Smooth Mix,Black/White
A662975,Estrella,18/10/2015 13:42,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Tan/White
A691211,Kitty,08/03/2015 11:30,Adoption,,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black
A703576,Sam,29/06/2015 16:09,Return_to_owner,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A696580,Velvet,08/02/2015 18:35,Return_to_owner,,Dog,Spayed Female,3 years,Chihuahua Longhair Mix,Gray/White
A674299,V,19/03/2014 11:21,Return_to_owner,,Dog,Spayed Female,3 years,Greyhound Mix,Brown/Black
A665155,Winston,26/02/2015 12:05,Return_to_owner,,Dog,Neutered Male,2 years,English Setter Mix,White/Red Tick
A705277,,01/09/2015 09:48,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue
A695010,,09/01/2015 17:07,Transfer,Partner,Dog,Neutered Male,6 months,Jack Russell Terrier/Miniature Poodle,White
A670672,Bella,12/01/2014 16:22,Return_to_owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White
A649059,Mira,20/02/2014 15:44,Return_to_owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A701352,Merlin,29/04/2015 17:56,Return_to_owner,,Dog,Neutered Male,1 year,West Highland Mix,White
A711209,Eva,15/09/2015 12:53,Transfer,Partner,Cat,Intact Female,6 months,Domestic Shorthair Mix,Calico
A703700,Sienna,25/06/2015 18:54,Adoption,,Cat,Intact Female,15 years,Domestic Shorthair Mix,Brown Tabby/White
A708969,Sadie,11/08/2015 16:26,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Australian Cattle Dog,White/Red Merle
A703889,,30/05/2015 14:39,Euthanasia,Suffering,Dog,Intact Male,5 years,Great Pyrenees Mix,White/Brown Brindle
A711430,Alana,16/10/2015 15:09,Adoption,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Tan
A692846,Milo,30/11/2014 13:58,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A699338,Wilbur,10/08/2015 11:09,Transfer,Partner,Dog,Neutered Male,1 year,Labrador Retriever Mix,Buff
A692058,,18/11/2014 13:28,Transfer,Partner,Dog,Neutered Male,1 year,French Bulldog Mix,Tan/White
A679175,Orange,20/05/2014 18:50,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A680066,Bobby,26/07/2014 15:24,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A716695,,27/11/2015 12:28,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A675365,,30/03/2014 18:16,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Cream
A704335,,03/06/2015 18:10,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby
A703111,Kurt,23/05/2015 18:01,Adoption,,Dog,Neutered Male,2 months,Cardigan Welsh Corgi/Australian Cattle Dog,Red/White
A657927,Lewis,24/10/2014 12:53,Adoption,,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Tan/White
A705170,,14/06/2015 14:35,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico
A670291,Martial,11/01/2014 13:32,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,White/Brown
A684839,,30/07/2014 09:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A693674,Shirley,23/01/2015 18:43,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Brown/Black
A625940,,01/10/2015 16:08,Euthanasia,Suffering,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
A700173,Angie,05/05/2015 18:29,Adoption,,Dog,Spayed Female,1 year,Australian Kelpie Mix,Red
A717405,Charlotte,15/12/2015 15:15,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown Brindle/White
A703492,Shine,20/08/2015 07:28,Adoption,Foster,Cat,Spayed Female,4 months,Siamese Mix,Lynx Point
A710859,Jodi,04/09/2015 15:38,Transfer,Partner,Dog,Spayed Female,4 months,Miniature Schnauzer Mix,Gray
A709392,,11/08/2015 17:23,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby
A698268,,09/03/2015 09:00,Transfer,SCRP,Cat,Intact Male,3 years,Domestic Shorthair Mix,Black
A671052,,24/01/2014 14:23,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair/Cardigan Welsh Corgi,Brown/White
A708765,Rocko,30/08/2015 14:50,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A716497,,24/11/2015 19:27,Transfer,SCRP,Cat,Unknown,3 months,Domestic Shorthair Mix,Gray Tabby/White
A576316,Freeda,29/05/2014 16:23,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull,White
A707303,Tuxedo Mask,19/07/2015 16:42,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Pointer,Black/White
A669569,Chase,23/12/2013 13:03,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A667292,,24/11/2013 15:43,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Torbie
A661152,Echo,13/11/2013 11:58,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull Mix,White/Brown Brindle
A712267,Titan,27/10/2015 13:22,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Black
A689373,Tre,17/01/2015 16:12,Adoption,,Cat,Neutered Male,9 months,Siamese Mix,Flame Point
A714456,Felix,02/01/2016 13:02,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Medium Hair,Blue Tabby
A719534,Kanani,30/01/2016 18:18,Adoption,,Dog,Spayed Female,1 year,Black Mouth Cur Mix,Brown
A684865,Paris,29/08/2014 16:42,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A681307,Scarlet,03/08/2014 08:34,Euthanasia,Suffering,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby/White
A711071,,05/09/2015 17:27,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A670730,,16/01/2014 17:50,Transfer,Partner,Dog,Intact Male,4 weeks,German Shepherd/Boxer,Sable
A676128,Osito,07/04/2014 18:43,Return_to_owner,,Dog,Neutered Male,1 year,Pekingese Mix,Cream
A687389,Cooper,07/09/2014 16:52,Adoption,,Dog,Neutered Male,7 months,German Shorthair Pointer Mix,White/Brown Brindle
A640511,Chuck,16/09/2014 14:33,Return_to_owner,,Dog,Neutered Male,3 years,American Foxhound Mix,White/Brown
A704965,,11/06/2015 14:59,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Orange Tabby
A658071,Gucci,13/10/2013 18:37,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White
A673478,,26/02/2014 15:10,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black/White
A665099,,14/10/2013 16:05,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White
A715721,Sharpie,13/02/2016 11:04,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A669644,Tank,03/01/2014 16:27,Return_to_owner,,Dog,Intact Male,5 months,Australian Cattle Dog/Bloodhound,Brown Brindle/Blue Tick
A689226,Bentley,01/10/2014 16:58,Return_to_owner,,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White
A710609,Tango,11/10/2015 14:23,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A704276,Chelsea,19/06/2015 13:43,Transfer,Partner,Dog,Intact Female,2 years,American Staffordshire Terrier Mix,Blue/White
A698514,Ragnar,16/03/2015 16:22,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Brown
A719125,Sasha,15/01/2016 17:53,Return_to_owner,,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Tricolor
A664576,,10/10/2013 14:06,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby
A681928,,23/06/2014 09:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A677599,Oliver,03/06/2014 13:53,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A693299,,09/12/2014 17:36,Adoption,,Dog,Spayed Female,4 months,Jack Russell Terrier Mix,White/Orange
A700690,Lucy,26/04/2015 12:17,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever/Great Dane,Black/White
A670442,Charlie,11/01/2014 11:40,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A675879,Henney,30/01/2016 13:07,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A699614,Yogi,03/04/2015 15:47,Transfer,Partner,Dog,Neutered Male,4 months,German Shepherd/Chow Chow,Black/Tricolor
A680467,Holt,13/06/2014 12:55,Transfer,Partner,Dog,Intact Male,7 years,Boxer,Brown Brindle/White
A706305,Peaches,06/07/2015 14:16,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Orange Tabby
A599639,Zeus,06/05/2015 18:14,Return_to_owner,,Dog,Neutered Male,7 years,Doberman Pinsch Mix,Red/Tan
A701947,Ruffs,29/01/2016 10:59,Return_to_owner,,Dog,Intact Male,1 year,Labrador Retriever Mix,Brown/White
A680902,Link,09/06/2014 17:42,Return_to_owner,,Dog,Neutered Male,10 years,Jack Russell Terrier Mix,White/Tan
A668615,Cassiel,17/12/2013 12:22,Adoption,,Dog,Neutered Male,11 months,Dachshund Mix,White/Red
A705744,Ryan,30/06/2015 12:15,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A711036,Blackie Boy,31/12/2015 15:12,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A676627,Sven,27/04/2014 16:06,Adoption,,Dog,Neutered Male,2 years,Swedish Vallhund/Miniature Poodle,Tricolor
A695455,Beau,03/02/2015 16:31,Adoption,,Dog,Neutered Male,2 years,Siberian Husky,White
A696989,Toby,27/02/2015 13:01,Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever/Pit Bull,Red/Black
A687385,,06/09/2014 09:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Torbie
A720782,,16/02/2016 18:55,Transfer,SCRP,Cat,Intact Female,,Domestic Shorthair Mix,Torbie
A700340,,12/04/2015 13:41,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby
A666785,Willow,20/12/2013 17:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A710515,Sugar,01/09/2015 17:12,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Cream Tabby
A679233,Chispita,22/05/2014 17:37,Return_to_owner,,Dog,Spayed Female,11 months,Miniature Poodle/Lhasa Apso,Black/White
A690453,Fred,27/10/2014 14:01,Transfer,Partner,Dog,Neutered Male,6 months,Border Collie Mix,Black/White
A719323,Waylon,19/01/2016 17:03,Return_to_owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Tricolor
A662471,Angie,18/05/2014 11:38,Transfer,Partner,Dog,Spayed Female,4 years,Rat Terrier Mix,White/Brown
A679841,Tidus,27/05/2014 16:38,Return_to_owner,,Dog,Intact Male,5 years,Siberian Husky Mix,Red/White
A702872,Luna,20/06/2015 18:27,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Pit Bull,Black/White
A690437,Roxy,01/11/2014 17:09,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White
A699266,,25/03/2015 07:56,Died,In Kennel,Dog,Unknown,3 days,Lhasa Apso Mix,Brown
A669607,Lucy,26/12/2013 18:26,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Black/White
A710387,Bandit,30/08/2015 12:58,Adoption,,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A704870,Stormy,10/06/2015 15:26,Return_to_owner,,Dog,Spayed Female,7 years,Labrador Retriever/Great Dane,Black
A711940,Blue,15/10/2015 17:11,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A665274,Rusty,30/12/2013 18:48,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Brown
A694479,Happy,31/12/2014 16:34,Adoption,,Dog,Neutered Male,8 months,Pbgv,Tricolor
A716834,Willow,02/12/2015 18:01,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Blue Tabby
A667876,Miriam,30/11/2013 14:29,Transfer,Partner,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Brown Tabby
A679549,Gilbert,16/06/2014 13:54,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A666003,,01/11/2013 14:16,Return_to_owner,,Dog,Intact Female,2 years,Cairn Terrier Mix,Cream
A693149,Simone,22/12/2014 15:14,Euthanasia,Suffering,Dog,Intact Female,8 months,Pit Bull Mix,Fawn
A699593,Jack,09/04/2015 16:56,Return_to_owner,,Dog,Neutered Male,1 year,Australian Shepherd Mix,Blue Merle
A676529,Reina,26/05/2014 12:35,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A675687,Sintex,13/12/2014 08:10,Euthanasia,Aggressive,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
A678416,,13/05/2014 18:24,Adoption,,Dog,Neutered Male,12 years,Yorkshire Terrier Mix,Blue/Tan
A689531,Minnie,06/10/2014 14:53,Return_to_owner,,Dog,Spayed Female,2 years,Labrador Retriever/Pointer,Black/White
A699165,Rocky,30/03/2015 15:29,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A666361,,02/11/2013 14:00,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Medium Hair Mix,Calico
A709109,,05/08/2015 15:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Blue
A689966,Carlos Perez,01/03/2015 12:45,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black
A680462,Janice,05/07/2014 18:27,Adoption,,Dog,Spayed Female,2 years,Rat Terrier Mix,White/Liver
A716950,Lizzy,21/02/2016 16:13,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A686090,,17/08/2014 09:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White
A697356,Charlie,28/04/2015 15:02,Adoption,,Dog,Neutered Male,1 year,Staffordshire Mix,Brown Brindle/White
A671758,Lucy,15/02/2014 12:32,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
A547838,Biscuit,23/04/2014 16:07,Return_to_owner,,Dog,Neutered Male,9 years,Pug,Brown
A716663,Eren,05/12/2015 16:12,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A712912,Goofy,04/10/2015 18:03,Adoption,,Dog,Neutered Male,11 months,Australian Cattle Dog Mix,Tan/White
A664690,Dexter,20/11/2013 16:04,Adoption,Foster,Dog,Neutered Male,2 months,Catahoula Mix,Blue Merle
A676229,Brown,10/04/2014 18:25,Adoption,,Dog,Neutered Male,3 months,Golden Retriever Mix,Gold
A710664,Chico,30/08/2015 14:37,Adoption,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Brown/White
A701103,Buddy,24/04/2015 18:39,Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black
A694407,Max,01/01/2015 18:35,Return_to_owner,,Dog,Intact Male,1 year,Pit Bull Mix,Black/White
A678632,Bernard,22/05/2014 17:47,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A717535,Daisy,15/12/2015 15:31,Adoption,,Dog,Spayed Female,1 year,Beagle Mix,Tricolor
A715073,Ozzy,01/11/2015 13:42,Return_to_owner,,Dog,Neutered Male,3 years,German Shepherd Mix,Black/Brown
A689394,,07/10/2014 16:21,Transfer,Partner,Dog,Intact Male,4 months,Pit Bull Mix,White/Black
A702694,,16/05/2015 18:42,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Tortie
A675830,Lily,01/01/2015 19:13,Adoption,,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Black/White
A674473,Renji,15/03/2014 12:06,Return_to_owner,,Dog,Intact Male,5 years,American Pit Bull Terrier/American Bulldog,Red/White
A677441,Rufus,13/05/2014 12:16,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Orange Tabby
A687256,Fitzwilliam,06/09/2014 15:52,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby
A702991,Tj,23/06/2015 16:37,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby
A683938,Jack,16/08/2014 13:12,Adoption,,Dog,Neutered Male,1 year,Australian Kelpie Mix,White/Buff
A666067,,28/10/2013 12:06,Return_to_owner,,Dog,Intact Male,2 years,Basset Hound Mix,Tan/White
A675177,Drake,28/04/2014 11:32,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A677220,,21/04/2014 18:05,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie
A681423,,16/06/2014 15:36,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Longhair Mix,Blue Tabby
A671431,Tina,08/03/2014 17:42,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Chocolate
A710598,Bucho,25/08/2015 19:01,Transfer,Partner,Dog,Neutered Male,1 month,Pug/Beagle,Fawn/Black
A712114,Sarge,18/09/2015 15:59,Return_to_owner,,Dog,Intact Male,8 years,Pit Bull Mix,Tan/White
A682882,,05/07/2014 09:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black
A631433,Meathead,12/02/2016 11:32,Transfer,Partner,Dog,Neutered Male,7 years,Pit Bull/Catahoula,White/Blue Merle
A690821,Samantha,07/05/2015 17:47,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Sable
A705720,,30/07/2015 18:59,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A670114,Lady Isis,13/01/2014 18:31,Adoption,,Dog,Spayed Female,2 years,Pointer/Rhod Ridgeback,Black/White
A665196,Toffee,13/12/2013 13:45,Adoption,,Dog,Spayed Female,11 months,Dachshund Mix,Red
A677916,Pixy,11/05/2014 12:15,Return_to_owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A690995,,04/11/2014 12:38,Transfer,Partner,Dog,Spayed Female,3 months,German Shepherd Mix,Tan/Black
A703420,,27/05/2015 08:21,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black/White
A702907,,19/05/2015 15:38,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A688110,Fluffernutt,29/10/2014 10:53,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A696917,Toby,23/02/2015 11:18,Return_to_owner,,Dog,Neutered Male,1 year,Australian Terrier Mix,Tan/Brown
A716377,,17/12/2015 11:35,Adoption,Foster,Dog,Neutered Male,1 month,Boxer Mix,Brown Brindle/White
A685364,Mike,17/08/2014 17:43,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A670529,,11/01/2014 13:37,Adoption,,Dog,Neutered Male,3 years,Bichon Frise Mix,White
A689053,Carly,09/10/2014 16:28,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/Plott Hound,White/Brown
A696536,Lilac,05/03/2015 16:04,Transfer,Partner,Dog,Intact Female,4 years,Pit Bull Mix,White
A718671,Boris,11/01/2016 18:49,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Blue Tabby
A694692,Edgar,18/01/2015 14:41,Adoption,,Dog,Neutered Male,1 year,Border Collie Mix,Black/White
A669539,Bootsy,26/12/2013 18:05,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A707650,Herc,18/08/2015 14:19,Transfer,Partner,Dog,Intact Male,2 years,Picardy Sheepdog Mix,Tan/White
A679210,Toffee,14/11/2014 14:24,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby
A670035,Cho-Cho,02/01/2014 17:03,Return_to_owner,,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,Black Brindle/White
A709189,,10/08/2015 18:17,Adoption,,Dog,Neutered Male,5 months,Pit Bull Mix,Black/White
A672332,Mickey,12/02/2014 18:20,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Black
A707819,,19/07/2015 09:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black
